id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
250,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,1.0,1.0
251,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,2.0,4.0
252,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,1.0,4.0
253,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,2.0,1.0
254,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,2.0,4.0
255,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,4.0,1.0,1.0,4.0
256,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,2.0,5.0
257,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,2.0,4.0
258,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,2.0,4.0
259,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,2.0,1.0
260,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,2.0,4.0
261,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,3.0,2.0,1.0,1.0,1.0
262,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,1.0,5.0
263,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,2.0,1.0
264,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,3.0,4.0
265,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,2.0,5.0
266,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,1.0,5.0
267,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4.0,4.0,1.0,4.0,5.0
268,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,1.0,5.0
269,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,3.0,4.0
270,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,1.0,1.0
271,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,5.0
272,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,4.0,1.0,4.0,5.0
273,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,4.0
274,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,3.0,5.0
275,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,3.0,1.0
276,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,1.0,1.0
277,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,1.0,4.0
278,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,1.0,4.0
279,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,4.0,1.0,3.0,4.0
280,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,2.0,5.0
281,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,2.0,1.0
282,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,2.0,4.0
283,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,1.0,4.0
284,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,1.0,1.0,2.0,5.0
285,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,1.0,4.0
286,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,2.0,5.0
287,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,2.0,4.0
288,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,6.0,1.0,2.0,4.0
289,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,3.0,4.0
290,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,2.0,4.0
291,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,3.0,5.0
292,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,2.0,1.0
293,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,1.0,1.0
294,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,2.0,5.0
295,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,2.0,1.0,4.0,7.0
296,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,1.0,1.0
297,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,3.0,4.0
298,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,1.0,4.0
299,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,2.0,5.0
300,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,5.0,1.0,3.0,1.0
301,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,1.0,1.0
302,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,3.0,4.0
303,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,1.0,1.0,2.0,4.0
304,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,2.0,1.0
305,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,3.0,1.0
306,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,2.0,1.0,2.0,7.0
307,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,1.0
308,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,3.0,4.0
309,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,1.0,5.0
310,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,1.0,4.0
311,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,2.0,5.0
312,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,5.0,1.0,2.0,1.0
313,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,1.0,4.0
314,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,3.0,4.0
315,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,2.0,4.0
316,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,1.0,5.0
317,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,1.0,1.0
318,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,3.0,1.0
319,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,1.0
320,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,3.0,4.0
321,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,4.0
322,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,2.0,5.0
323,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,1.0,4.0
324,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,2.0,4.0
325,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,3.0,4.0
326,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,5.0,1.0,1.0,4.0
327,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,1.0,1.0
328,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,4.0,2.0,1.0,1.0,1.0
329,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,2.0,5.0
330,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,3.0,4.0
331,e,f,s,f,n,f,w,b,t,e,s,f,p,o,e,k,a,g,1.0,4.0,1.0,1.0,1.0
332,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,3.0,1.0
333,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,2.0,1.0
334,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,5.0,1.0,3.0,4.0
335,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,5.0,1.0,1.0,1.0
336,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,4.0
337,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,2.0,4.0
338,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,2.0,4.0
339,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,2.0,4.0
340,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,3.0,4.0
341,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,3.0,4.0
342,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,1.0
343,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,1.0,1.0
344,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,3.0,4.0
345,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,2.0,5.0
346,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,3.0,1.0
347,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,4.0,1.0,3.0,5.0
348,e,f,f,f,n,f,w,b,t,e,s,f,p,o,e,k,s,g,3.0,7.0,1.0,1.0,1.0
349,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,1.0,4.0
350,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,3.0,4.0
351,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,2.0,4.0
352,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,3.0,4.0
353,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,3.0,4.0
354,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,2.0,1.0
355,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,2.0,4.0
356,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,1.0,1.0
357,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,1.0
358,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,4.0,1.0,3.0,4.0
359,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,2.0,1.0
360,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,2.0,1.0
361,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,3.0,1.0
362,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,3.0,4.0
363,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,4.0,1.0,3.0,5.0
364,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,3.0,5.0
365,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,2.0,1.0
366,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,2.0,4.0
367,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,1.0,4.0
368,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,3.0,4.0
369,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,3.0,4.0
370,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,3.0,5.0
371,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,2.0,5.0
372,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,2.0,1.0
373,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,4.0
374,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,5.0
375,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,3.0,4.0
376,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,2.0,5.0
377,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,1.0,5.0
378,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,2.0,5.0
379,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,2.0,1.0
380,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,2.0,5.0
381,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,2.0,5.0
382,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,3.0,5.0
383,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,2.0,4.0
384,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6.0,4.0,1.0,1.0,1.0
385,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,1.0,1.0
386,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,1.0,1.0
387,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,3.0,5.0
388,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,3.0,5.0
389,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,3.0,4.0
390,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,5.0,1.0,2.0,1.0
391,e,f,s,f,n,f,w,b,t,e,s,s,p,o,e,n,a,g,1.0,1.0,1.0,1.0,1.0
392,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,5.0,1.0,2.0,4.0
393,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,1.0,5.0
394,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,2.0,1.0
395,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,1.0,4.0
396,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,3.0,4.0
397,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,3.0,5.0
398,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,7.0,1.0,4.0,5.0
399,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,1.0,1.0
400,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,6.0,1.0,2.0,4.0
401,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,2.0,1.0
402,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,2.0,4.0
403,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,3.0,1.0
404,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,4.0
405,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,3.0,5.0
406,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,1.0,4.0
407,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,3.0,1.0
408,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,2.0,4.0
409,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,2.0,4.0
410,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,6.0,1.0,1.0,1.0
411,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,3.0,1.0
412,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,1.0,5.0
413,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,3.0,5.0
414,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,5.0
415,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,1.0,4.0
416,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,3.0,1.0
417,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,2.0,5.0
418,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,3.0,5.0
419,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,2.0,1.0
420,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,6.0,1.0,1.0,1.0
421,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,1.0
422,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,3.0,5.0
423,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,3.0,5.0
424,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,3.0,1.0
425,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,2.0,5.0
426,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,3.0,5.0
427,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,2.0,4.0
428,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,2.0,4.0
429,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,1.0,5.0
430,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,1.0,1.0
431,e,x,s,f,n,f,w,b,t,e,f,s,p,o,e,k,s,g,4.0,7.0,1.0,1.0,1.0
432,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,1.0,4.0
433,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,3.0,5.0
434,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,1.0,5.0
435,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,3.0,1.0
436,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,3.0,4.0
437,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,3.0,4.0
438,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,1.0,4.0
439,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,2.0,4.0
440,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,2.0,1.0
441,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,3.0,1.0
442,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,1.0,1.0
443,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,1.0
444,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,2.0,4.0
445,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,2.0,4.0
446,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,3.0,1.0
447,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,2.0,4.0
448,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,1.0,1.0
449,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,1.0,4.0
450,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,1.0,1.0
451,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,2.0,1.0
452,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,2.0,5.0
453,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,3.0,5.0
454,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,5.0,1.0,3.0,4.0
455,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,3.0,5.0
456,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,1.0,4.0
457,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,2.0,5.0
458,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,1.0,5.0
459,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,2.0,1.0
460,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,1.0
461,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,1.0,1.0
462,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,2.0,1.0
463,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,5.0,1.0,1.0,4.0
464,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,1.0,4.0
465,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,5.0
466,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,1.0,5.0
467,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,4.0,5.0
468,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,2.0,1.0
469,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,5.0,1.0,3.0,4.0
470,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,1.0,4.0
471,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4.0,2.0,1.0,4.0,5.0
472,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,1.0,1.0
473,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,3.0,5.0
474,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,3.0,4.0
475,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,4.0,1.0,2.0,4.0
476,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,3.0,5.0
477,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,1.0,5.0
478,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,1.0,1.0,1.0,5.0
479,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,3.0,5.0
480,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,5.0,1.0,1.0,5.0
481,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,3.0,5.0
482,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,3.0,5.0
483,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,3.0,1.0
484,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,4.0,1.0,2.0,1.0
485,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,3.0,4.0
486,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,3.0,1.0
487,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,2.0,1.0
